username,email,first_name,last_name,identity_card_number,nip,date_of_birth,pesel,phone_number,iban
kmazurek4130,kmazurek+4130,Natan,Szpyt,SBI559747,1480033915,1966-06-21,66062156596,881742038,PL72036927797487039045911697
kmazurek4131,kmazurek+4131,Bianka,Hajdas,PCR133528,7493056465,1990-11-14,90111499466,224221654,PL82605015230805925123086287
kmazurek4132,kmazurek+4132,Dominik,Bas,QZM911790,5591512012,1944-08-23,44082330468,574374961,PL21164178719791823571885668
kmazurek4133,kmazurek+4133,Emil,Ćwierz,AQK360104,5222390984,1985-06-02,85060220997,500243281,PL26605171212016044175079656
kmazurek4134,kmazurek+4134,Nikodem,Pitala,FVH701195,2231760479,1964-04-30,64043019951,321975797,PL40500134322609717239012061
kmazurek4135,kmazurek+4135,Tomasz,Budzeń,DQE114058,8330692577,1950-01-03,50010316822,786767480,PL09299892795385677641086955
kmazurek4136,kmazurek+4136,Sebastian,Kaluga,HHY250171,1324797693,1989-02-23,89022340152,503750144,PL39459741862518505023368888
kmazurek4137,kmazurek+4137,Sebastian,Biesaga,ZIO346329,1149698480,1976-09-04,76090475428,663166410,PL84684900645071157832792035
kmazurek4138,kmazurek+4138,Marianna,Kłoczko,QJK445255,7592525420,1937-10-03,37100315220,736480229,PL76485552929565676844091381
kmazurek4139,kmazurek+4139,Lidia,Aleksiejuk,XQU118672,7751310992,1972-10-08,72100861265,227652314,PL06633538455209046195253846
kmazurek4140,kmazurek+4140,Maks,Bilik,PNV634590,9358974474,1989-10-19,89101936043,501894677,PL94602521360722010382091446
kmazurek4141,kmazurek+4141,Mariusz,Ślipek,XLW715829,9357429651,1934-05-22,34052211099,661364532,PL61600741920208772094739653
kmazurek4142,kmazurek+4142,Anita,Galica,QWP838044,7418703129,1992-02-14,92021415590,791683298,PL78274975936522945235299116
kmazurek4143,kmazurek+4143,Grzegorz,Kukier,OGE836287,6349855863,1932-03-07,32030709286,722582967,PL80300212797541635048678331
kmazurek4144,kmazurek+4144,Jakub,Forma,GLI896525,9486057565,1970-08-04,70080479733,531838963,PL71099831604241396527747106
kmazurek4145,kmazurek+4145,Karina,Pazik,WOX033007,1456099365,1986-03-25,86032551020,697341127,PL89074087734490469223898796
kmazurek4146,kmazurek+4146,Iwo,Bobak,KLN379041,9377588737,1976-06-14,76061469715,724334929,PL86693772986573793190686999
kmazurek4147,kmazurek+4147,Emil,Zimmer,SPW694567,4513055184,1961-02-03,61020309881,228788371,PL22986831981927416012396894
kmazurek4148,kmazurek+4148,Fabian,Poczta,ROF618014,6091164442,1955-05-25,55052591624,724210119,PL73314333218848951382972391
kmazurek4149,kmazurek+4149,Elżbieta,Lepak,ZTV933655,3369461491,1944-03-16,44031686510,726174551,PL02368715556043838231617766
kmazurek4150,kmazurek+4150,Anastazja,Szywała,NXV389335,9273541018,1991-10-08,91100854976,698165698,PL95090956240739947639902737
kmazurek4151,kmazurek+4151,Jerzy,Stanaszek,VCH225436,7941858948,1985-08-13,85081364304,322018123,PL52302222049994436664305343
kmazurek4152,kmazurek+4152,Kazimierz,Golda,TTC970682,1411508060,1934-12-10,34121056062,220321535,PL26435389453784780574018802
kmazurek4153,kmazurek+4153,Maurycy,Frycz,AKM237752,1235195277,1992-10-14,92101475971,538434757,PL70004119801830352164392656
kmazurek4154,kmazurek+4154,Marika,Kapka,NPF905333,2033076535,1991-04-01,91040148078,508097048,PL29701759097041425525420607
kmazurek4155,kmazurek+4155,Angelika,Klisz,ZQR318303,7274392329,1943-01-03,43010363826,222741462,PL82689259880807601966347925
kmazurek4156,kmazurek+4156,Ewelina,Kolbusz,MJE372078,2149648040,1990-12-26,90122614560,786248699,PL94692700732238850419808433
kmazurek4157,kmazurek+4157,Ada,Gałaj,NHE826583,9220808559,1936-02-02,36020202236,698316897,PL80949795253429177417083312
kmazurek4158,kmazurek+4158,Mariusz,Żołna,IUC707165,2455227146,1963-04-14,63041492364,225342369,PL59177955746118030816635926
kmazurek4159,kmazurek+4159,Wiktor,Nazarewicz,PKS422661,1413486836,1960-07-23,60072332537,502547342,PL58472645993179446231252243
kmazurek4160,kmazurek+4160,Mieszko,Lizurej,YWX385647,2752655526,1999-03-29,99032979398,722703274,PL27336851111056339830057622
kmazurek4161,kmazurek+4161,Ada,Żybura,KLI311510,3395549578,1993-02-22,93022268798,578207797,PL08424899573233669726076918
kmazurek4162,kmazurek+4162,Apolonia,Nędzi,SHZ554688,9850259002,1964-09-06,64090683024,731335010,PL91291066550867267296358634
kmazurek4163,kmazurek+4163,Nela,Budych,YWJ623882,9366971378,1980-05-28,80052811210,695892506,PL46001602132449476543131014
kmazurek4164,kmazurek+4164,Liwia,Kopczyk,BZA755968,8491465504,1995-04-07,95040760465,695627399,PL36131486685932078817691447
kmazurek4165,kmazurek+4165,Dorota,Groń,SSY194598,4820773499,1932-04-13,32041351391,723028385,PL29332987669832243705102681
kmazurek4166,kmazurek+4166,Marcin,Lukas,RMB669225,7350378760,1966-04-14,66041461020,668580813,PL79976022333962873741455912
kmazurek4167,kmazurek+4167,Kamil,Ochwat,YSW117151,2798029612,1966-06-09,66060927114,513621071,PL40863788125951620272724041
kmazurek4168,kmazurek+4168,Artur,Mielcarz,UWT173305,5361949260,1978-02-16,78021638276,885084280,PL15368894671256108795000952
kmazurek4169,kmazurek+4169,Olaf,Musiolik,CSN942592,4743895172,1975-11-27,75112751937,519701575,PL19293902884610638040578242
kmazurek4170,kmazurek+4170,Sylwia,Janic,ANI876961,9888907416,2002-01-15,02211543796,797411553,PL53660258205620837895890458
kmazurek4171,kmazurek+4171,Aurelia,Saj,SVY518247,1570528046,1934-01-21,34012161734,532163663,PL19587263226625166540641342
kmazurek4172,kmazurek+4172,Alex,Budniak,FHI784740,4313123739,1963-01-18,63011881341,885616812,PL27860606784810255506829649
kmazurek4173,kmazurek+4173,Gabriel,Nawrotek,ZRF431357,5333492251,2003-07-24,03272473950,222571104,PL79939426156422171295507850
kmazurek4174,kmazurek+4174,Jan,Dębniak,CYI751429,7225805352,1978-05-08,78050826316,324059581,PL84979492365513960269506036
kmazurek4175,kmazurek+4175,Bruno,Dębniak,HVT272471,8635170451,1969-09-17,69091728015,732598901,PL13623741392834599446308366
kmazurek4176,kmazurek+4176,Marcel,Gumuła,DZS566649,1313692424,1936-07-29,36072991104,514526455,PL50213467254139053007411666
kmazurek4177,kmazurek+4177,Justyna,Wawrzyńczyk,PQW514638,6825405867,1971-03-03,71030349548,692745547,PL19349399679877622674952534
kmazurek4178,kmazurek+4178,Daniel,Kamyszek,SLZ544122,7766469960,1990-05-07,90050740496,536733288,PL82261788479915076812582559
kmazurek4179,kmazurek+4179,Kalina,Fąferek,LAD832443,8567464386,1952-11-10,52111080877,728746839,PL75903631676766558469546256
kmazurek4180,kmazurek+4180,Tymon,Winnik,FFD020126,4416088351,1939-03-21,39032153167,220774011,PL77910742254965460975042807
kmazurek4181,kmazurek+4181,Anastazja,Gal,XRL398333,4879805317,1969-01-25,69012517032,669039202,PL92628725308698595557217668
kmazurek4182,kmazurek+4182,Cezary,Chowaniak,KRW849332,8754492184,1946-11-17,46111712029,537729803,PL33504704610206024800472819
kmazurek4183,kmazurek+4183,Oskar,Fita,KQM001825,3193408739,1959-01-26,59012617863,321350239,PL03593432403455383755112339
kmazurek4184,kmazurek+4184,Nela,Citko,OLF773595,8478188223,1968-06-05,68060554369,696808509,PL64385271060508377234093491
kmazurek4185,kmazurek+4185,Adam,Kłosiewicz,WYK630933,2529442480,1962-07-07,62070741083,505064614,PL93147192452443751947978163
kmazurek4186,kmazurek+4186,Julian,Hanc,IFI536010,7636369585,1958-03-06,58030659055,505272892,PL19965422272562305309816047
kmazurek4187,kmazurek+4187,Jakub,Daniec,TUJ615691,1173763637,1987-08-05,87080553040,665744210,PL28102802853329108280683749
kmazurek4188,kmazurek+4188,Elżbieta,Rapa,DNR424177,8472506946,1995-07-31,95073112156,796326703,PL75989303530069116057909749
kmazurek4189,kmazurek+4189,Karol,Błasik,NCY989474,1870492619,1991-07-12,91071225894,323142406,PL97987360820989237552953662
kmazurek4190,kmazurek+4190,Paweł,Gęca,FPH876248,9114799684,1935-12-21,35122153161,699788250,PL08061675211455899536662813
kmazurek4191,kmazurek+4191,Elżbieta,Chołody,OMS763374,1753922785,1999-03-21,99032171288,782700513,PL78685330089330794491168194
kmazurek4192,kmazurek+4192,Łukasz,Wiech,OAP442375,1581353171,1977-03-02,77030230022,723593937,PL60187624047406698650590641
kmazurek4193,kmazurek+4193,Leon,Potok,YSG736778,7185893610,1968-07-01,68070192041,732939961,PL15055351732971640659624110
kmazurek4194,kmazurek+4194,Cezary,Grunt,JAT162188,9983477577,1950-01-13,50011341993,571591417,PL88727849832155199272735440
kmazurek4195,kmazurek+4195,Olga,Wenzel,YZJ804455,2095074515,1994-08-31,94083192291,573168136,PL32062321439970777764266266
kmazurek4196,kmazurek+4196,Juliusz,Hałat,OAE189530,4954707836,1963-10-01,63100118129,730176988,PL69745274508828405721378951
kmazurek4197,kmazurek+4197,Nicole,Ostafin,YVJ710192,3465274113,1937-10-24,37102464359,321839724,PL17315816006795261488107221
kmazurek4198,kmazurek+4198,Cezary,Sadura,WBN894872,6246219133,1934-06-24,34062469165,530640991,PL52941170017663414330811769
kmazurek4199,kmazurek+4199,Melania,Fraszczyk,CHS238293,1441588678,1954-04-14,54041418517,607228313,PL09737490603808063205600198
kmazurek4200,kmazurek+4200,Maurycy,Koniec,ENN240695,5137062732,1971-11-09,71110966858,576430035,PL10436129532938428562611345
kmazurek4201,kmazurek+4201,Dagmara,Mudlaff,IOP419799,3347493029,1995-09-25,95092570870,882442101,PL02234356114394714365417280
kmazurek4202,kmazurek+4202,Nicole,Osiadacz,WBT790350,2722698471,1933-10-29,33102988080,786517475,PL70314222439508914981625458
kmazurek4203,kmazurek+4203,Olaf,Rudzik,PNC715900,2879235439,1997-05-19,97051948557,880550311,PL82802550640131730041953364
kmazurek4204,kmazurek+4204,Sandra,Rudzik,NSK915325,8345003006,1964-09-13,64091315870,538055031,PL78372159138443768041293116
kmazurek4205,kmazurek+4205,Janina,Szumiec,GMU091840,8237650393,1968-05-16,68051628956,798169117,PL52203050053110352929620919
kmazurek4206,kmazurek+4206,Justyna,Mydlak,JCB433639,3832454492,1983-10-04,83100400271,220733179,PL23361136273589440600646155
kmazurek4207,kmazurek+4207,Igor,Dobosiewicz,AHU325333,3844139856,1969-07-30,69073071072,690559000,PL25531963086002707752240878
kmazurek4208,kmazurek+4208,Ada,Grochola,OWL785100,9926621054,1937-12-06,37120640623,737671860,PL98991599806694885689931712
kmazurek4209,kmazurek+4209,Natasza,Bzdęga,QUR006285,6930087719,1967-07-19,67071989654,661881167,PL02289558740971480009745239
kmazurek4210,kmazurek+4210,Dawid,Cheba,RUY312869,2116295665,1937-02-13,37021327643,720629844,PL07327768618241463488899365
kmazurek4211,kmazurek+4211,Maurycy,Kwoka,BBE187804,1573215224,1952-09-18,52091819630,325663951,PL84474200164449781158789500
kmazurek4212,kmazurek+4212,Olgierd,Gołek,IQS322281,4843822965,1986-01-15,86011559027,600181722,PL21444589279890001252013802
kmazurek4213,kmazurek+4213,Justyna,Czerner,PNN394993,9484504095,1972-04-07,72040744402,695164268,PL50935826693924345647970115
kmazurek4214,kmazurek+4214,Szymon,Cyganik,TKP187965,2321871449,1962-10-02,62100258701,531171568,PL91564540986300077705152539
kmazurek4215,kmazurek+4215,Kaja,Glegoła,REY697766,8980273431,1996-10-04,96100472403,327324907,PL83366870795508463900640606
kmazurek4216,kmazurek+4216,Miłosz,Litwińczuk,VMX734800,3720701755,1931-07-08,31070883356,732869860,PL86833003147984305362588400
kmazurek4217,kmazurek+4217,Fryderyk,Michniak,DGT393632,2782681818,1988-04-05,88040500885,577943355,PL89968300302375091245426948
kmazurek4218,kmazurek+4218,Konrad,Dzienisz,ZPO616076,8270280798,1995-07-09,95070907782,327071763,PL48450368497052014523258091
kmazurek4219,kmazurek+4219,Sonia,Pieszak,YIW165734,9512261895,2002-08-22,02282229791,577827299,PL47908289905871428634771940
kmazurek4220,kmazurek+4220,Tadeusz,Kręcichwost,YNX519421,1737325787,1988-08-07,88080778370,223373451,PL14286011120437536071266082
kmazurek4221,kmazurek+4221,Kornel,Migda,GJF767619,7659800905,1942-12-10,42121012412,538268630,PL21209249297578572354396026
kmazurek4222,kmazurek+4222,Bruno,Martyn,FYF539496,9253189311,1944-10-30,44103068277,669123916,PL66358718707705998874242209
kmazurek4223,kmazurek+4223,Inga,Rzońca,LAQ045101,4947782191,1950-10-16,50101649567,509099075,PL36460082625759984815402552
kmazurek4224,kmazurek+4224,Robert,Gros,GZY240539,7821489566,1969-12-21,69122174811,881932076,PL92230226330507292394254036
kmazurek4225,kmazurek+4225,Gabriel,Łuczyk,USK306328,6776199585,1970-03-28,70032824680,320375819,PL76364060329523254001075047
kmazurek4226,kmazurek+4226,Jan,Poniedziałek,QDY956960,9978774551,1958-08-01,58080135949,603999528,PL40546835817214833738495513
kmazurek4227,kmazurek+4227,Aniela,Jamrożek,ZMM134588,4726530114,1959-11-16,59111686867,532080229,PL07852691383755780294811733
kmazurek4228,kmazurek+4228,Jan,Preuss,JBR916904,2264638743,1941-12-15,41121522796,784431017,PL68603018075712113457850782
kmazurek4229,kmazurek+4229,Inga,Śleziak,RTX674932,7272594342,1972-06-27,72062700048,780452410,PL35350143077044660504676865
kmazurek4230,kmazurek+4230,Anita,Mosur,NJM210603,8456125770,1935-06-22,35062247382,722826237,PL57711849017613225187784495
kmazurek4231,kmazurek+4231,Alan,Wojtaszak,NPJ526349,7858334340,1992-06-05,92060583362,784012536,PL67050458624514314314538146
kmazurek4232,kmazurek+4232,Błażej,Święs,UNS203183,2720754432,1996-02-09,96020904132,572805096,PL20591737991193802598327403
kmazurek4233,kmazurek+4233,Sandra,Herok,JYM452747,5238355619,1995-06-05,95060503055,322211754,PL16015144756456160982985769
kmazurek4234,kmazurek+4234,Klara,Drygas,DWO771695,9517838968,1994-12-11,94121177879,518396322,PL16099595848220373641335409
kmazurek4235,kmazurek+4235,Olgierd,Świstek,OOE140210,7491673685,1999-03-19,99031930602,698673103,PL84771764988724331843308128
kmazurek4236,kmazurek+4236,Sara,Pitala,IFQ878187,2396560363,1955-05-10,55051058625,785549238,PL97477580938701196330021605
kmazurek4237,kmazurek+4237,Leon,Olchawa,RSQ136001,1982967163,1971-02-25,71022567550,508219156,PL10497498893130342941950363
kmazurek4238,kmazurek+4238,Sebastian,Łuczyk,NME005019,9691784255,1933-03-13,33031371720,780389562,PL25952058653329156792543558
kmazurek4239,kmazurek+4239,Aleksander,Leszczyk,ZZS319627,2170450105,1939-01-11,39011166117,887225519,PL22003506425239786202396800
kmazurek4240,kmazurek+4240,Adrianna,Skutnik,FGJ095309,1068449896,1990-12-16,90121638479,539776932,PL92081036650803983436728147
kmazurek4241,kmazurek+4241,Marcel,Stelmasiak,IMG987411,6096534180,1940-08-01,40080184177,326599627,PL70985976998628713107303606
kmazurek4242,kmazurek+4242,Kamil,Kiełek,SYK741992,9160039197,1992-05-11,92051147166,517618511,PL05495610493753085110060586
kmazurek4243,kmazurek+4243,Róża,Gotfryd,AWJ215153,9939717767,1947-06-10,47061085283,721072623,PL44042796603956851237505890
kmazurek4244,kmazurek+4244,Bianka,Karmelita,ZSU000317,7438202726,1984-10-20,84102057584,798829516,PL77651443108838960057800278
kmazurek4245,kmazurek+4245,Rozalia,Prokopczuk,DZZ830600,1833358915,1991-11-01,91110186344,664622116,PL96430758170869443456425088
kmazurek4246,kmazurek+4246,Dorota,Pruchnik,CPW794155,6390735220,1937-02-10,37021058017,783828667,PL17920301932403690435339661
kmazurek4247,kmazurek+4247,Konstanty,Kordus,IJG820348,8160280834,1983-03-11,83031147063,799467896,PL58273962862731172127915917
kmazurek4248,kmazurek+4248,Rozalia,Orpel,SEI885546,8446471447,1980-06-10,80061045813,603100135,PL86347014464063372314241818
kmazurek4249,kmazurek+4249,Angelika,Błaziak,GJM271508,5022772422,1954-01-16,54011664953,601586676,PL82597166317824795941392747
kmazurek4250,kmazurek+4250,Sylwia,Pabisiak,UTE559048,4611825223,1971-12-17,71121762249,531995480,PL14663858436801147014775781
kmazurek4251,kmazurek+4251,Arkadiusz,Wlaźlak,GLB725358,9767859701,2000-03-30,00233015172,725617694,PL83885293000224369081053626
kmazurek4252,kmazurek+4252,Miłosz,Jarmużek,ALX468185,2779137938,1970-11-19,70111938044,696955472,PL38209199242554410228668156
kmazurek4253,kmazurek+4253,Inga,Jaremek,TQJ397151,5066954126,1952-02-26,52022670101,509242950,PL10663250506045353706006958
kmazurek4254,kmazurek+4254,Kornelia,Adamiuk,BAT116804,4948389194,1972-11-05,72110502664,730516163,PL13729984157816598213315720
kmazurek4255,kmazurek+4255,Alex,Krzysiek,WAM967929,9152997191,1971-11-05,71110523534,885168330,PL57385251619571484245882807
kmazurek4256,kmazurek+4256,Marcelina,Mielke,PIJ113869,1986144292,1952-11-10,52111050342,222212503,PL03293375102033729319556917
kmazurek4257,kmazurek+4257,Marek,Bartoszak,LXF427453,5592658120,1937-12-01,37120170801,664571144,PL09643133608159740669386676
kmazurek4258,kmazurek+4258,Jacek,Graboń,VOL432261,2919478899,1944-10-25,44102573394,510645406,PL87084905471982596612142893
kmazurek4259,kmazurek+4259,Radosław,Betlej,DMS278031,6095503987,1982-06-27,82062792619,692461007,PL13365331604921915233755067
kmazurek4260,kmazurek+4260,Marcelina,Waloch,HWX554583,5899190753,1982-09-01,82090193576,781789409,PL91381764690646325545912754
kmazurek4261,kmazurek+4261,Filip,Cacko,RWG918836,6748762258,1988-02-01,88020129811,669658071,PL34935923277863951024579535
kmazurek4262,kmazurek+4262,Julian,Nowotnik,QDQ650019,1215457254,1994-12-27,94122759197,735946608,PL12994393298445100351155775
kmazurek4263,kmazurek+4263,Rafał,Klatka,PMI304923,1381875982,1942-06-08,42060867014,730383443,PL14361703939576580791251261
kmazurek4264,kmazurek+4264,Łukasz,Lemanowicz,GKD849707,6211187085,1964-06-15,64061537305,539745049,PL60654678543447938349397353
kmazurek4265,kmazurek+4265,Kornel,Bienia,SPH873576,9267864573,1945-05-19,45051910094,666863188,PL93630696474921519645701849
kmazurek4266,kmazurek+4266,Łukasz,Herbut,DRG687498,6681629899,1962-08-28,62082868150,518718850,PL63626477451253336796475812
kmazurek4267,kmazurek+4267,Miłosz,Błasik,PAU139660,6364222530,1995-05-05,95050583683,576799222,PL17976744163183794125203384
kmazurek4268,kmazurek+4268,Melania,Kubasiak,XHA450858,5094591500,1944-01-10,44011048189,739058429,PL49487697090444468777714807
kmazurek4269,kmazurek+4269,Michał,Przewoźnik,ACA204226,7944752920,1958-05-06,58050637448,607908318,PL96764714015303375123254654
kmazurek4270,kmazurek+4270,Patryk,Hankiewicz,UJF039387,5597123346,1988-01-25,88012557196,223505993,PL95899271742627852365517023
kmazurek4271,kmazurek+4271,Maurycy,Migała,LEP042392,5593168346,1988-05-21,88052124794,514207397,PL05617335793508486456505081
kmazurek4272,kmazurek+4272,Dawid,Kosiak,FQB657677,4439588270,1990-02-01,90020107861,604214172,PL97461526584663524203736316
kmazurek4273,kmazurek+4273,Hubert,Grzebyk,PUW450521,3414413579,1952-07-04,52070401791,738570823,PL24534362843095714106109082
kmazurek4274,kmazurek+4274,Maks,Tłuczek,ZGA846782,7012718468,1979-06-10,79061045749,538248754,PL62061979056122465412516464
kmazurek4275,kmazurek+4275,Adrian,Buława,EUP474022,8416965860,1953-10-26,53102617405,320614780,PL26686179441972018311515701
kmazurek4276,kmazurek+4276,Maciej,Ścieszka,ZWL694689,6971635052,1944-02-22,44022269944,517078386,PL86163102951599642439841894
kmazurek4277,kmazurek+4277,Daniel,Mytnik,KOY122197,7530990126,1979-11-29,79112998341,606780029,PL73065042931861222693051997
kmazurek4278,kmazurek+4278,Natan,Warych,MPU696851,4789843567,1963-12-25,63122527617,780915991,PL03589498179849467515085929
kmazurek4279,kmazurek+4279,Aleks,Gwizdek,IPB959980,5833155775,1947-01-30,47013070912,575010426,PL37513476272631311567125628
kmazurek4280,kmazurek+4280,Miłosz,Kudra,FTG415341,1054128515,1985-07-16,85071662159,798082163,PL71466083711495889411041845
kmazurek4281,kmazurek+4281,Dawid,Odrzywołek,PGS046218,7257079334,1993-05-31,93053138138,502952076,PL20397925026556872966518697
kmazurek4282,kmazurek+4282,Stefan,Larysz,EBP173191,6761953627,2003-05-09,03250973436,606369666,PL56714950554220665469556998
kmazurek4283,kmazurek+4283,Roksana,Kuska,BCZ734806,5073964539,1993-09-15,93091549761,605497992,PL65664650768371174073522572
kmazurek4284,kmazurek+4284,Marcel,Kielich,UZM456721,5741400557,1994-04-09,94040939028,321118147,PL12669716906033731779163294
kmazurek4285,kmazurek+4285,Kaja,Mazan,LXY331830,7579300922,1936-08-13,36081375997,322832606,PL73574126052891320461502936
kmazurek4286,kmazurek+4286,Nicole,Matyjasek,WXN797445,5860339485,1933-01-08,33010825686,572249931,PL22673322192520703640600401
kmazurek4287,kmazurek+4287,Marianna,Barteczko,ETN209021,3618846073,1941-12-24,41122447362,226559743,PL51473692549371361786485234
kmazurek4288,kmazurek+4288,Nikodem,Szmuc,XKA240263,1410174102,1937-09-12,37091200824,532623616,PL58136875209321855135937403
kmazurek4289,kmazurek+4289,Norbert,Cudzich,JVI313632,2362759407,2000-02-23,00222383097,691711763,PL13505396617516347346354275
kmazurek4290,kmazurek+4290,Aniela,Orpel,KUO272078,8540701756,1967-09-08,67090879671,732570408,PL29653135308369713751376177
kmazurek4291,kmazurek+4291,Radosław,Krzysztofek,IAW619592,9871221223,1952-11-18,52111809328,697295368,PL76550472393736182317421141
kmazurek4292,kmazurek+4292,Igor,Achtelik,WRN852759,5850027784,2000-01-27,00212773213,538231460,PL77946221690340673868282991
kmazurek4293,kmazurek+4293,Borys,Słabosz,SCZ219867,1021158103,1932-01-24,32012449184,782350525,PL39460374363341663791582364
kmazurek4294,kmazurek+4294,Marika,Lewko,EUC897536,6535968102,1934-02-17,34021714071,727756466,PL45197294025635325610147967
kmazurek4295,kmazurek+4295,Rozalia,Kielan,QDQ688748,6677400469,1945-08-19,45081936273,220994881,PL31936957922767075704770903
kmazurek4296,kmazurek+4296,Jerzy,Droś,XMG841880,8228088710,1993-06-28,93062805717,782790981,PL21782483961879383994490207
kmazurek4297,kmazurek+4297,Norbert,Szambelan,PVY330583,2440035819,1965-10-31,65103169621,573052678,PL46278849305175185729907396
kmazurek4298,kmazurek+4298,Józef,Chołody,AJY910753,4663310519,1977-01-04,77010455209,530241735,PL23932247848042685767332242
kmazurek4299,kmazurek+4299,Tymon,Tadla,KGK414984,5040008772,1963-01-11,63011159662,535830231,PL94401164635729195252714418
kmazurek4300,kmazurek+4300,Justyna,Siewiera,UIR938757,7729261024,2000-06-15,00261516319,669511725,PL34524993459002128195529786
kmazurek4301,kmazurek+4301,Leonard,Żal,BIT886374,8826276634,1936-05-29,36052982353,325969524,PL46071219620486588343360376
kmazurek4302,kmazurek+4302,Roksana,Kołaczyk,KPW951547,5385596086,1948-01-04,48010421411,696081566,PL29035991408086623570507121
kmazurek4303,kmazurek+4303,Kaja,Sabała,DBX758638,8463004518,1949-06-10,49061072465,609291558,PL55706479448825507618224460
kmazurek4304,kmazurek+4304,Krystyna,Żurawik,KRX293585,6759381867,1940-05-26,40052637090,519017266,PL40531030684187259765073640
kmazurek4305,kmazurek+4305,Marcin,Rećko,AOI460277,2217687438,1935-08-22,35082239826,660442226,PL05682541275138293616778811
kmazurek4306,kmazurek+4306,Artur,Świć,VYM421312,2362048043,1962-05-31,62053160081,721747197,PL93419355090567566270018420
kmazurek4307,kmazurek+4307,Albert,Block,KEB052552,5466171847,1940-09-15,40091526339,787971756,PL66263996865862180845290655
kmazurek4308,kmazurek+4308,Leon,Wasiuk,OPR084462,4960332677,1938-07-21,38072117425,724590550,PL84173428978546479652484123
kmazurek4309,kmazurek+4309,Piotr,Cylwik,AQZ084450,4725395111,1968-07-24,68072473441,798417440,PL98730117187380890315989994
kmazurek4310,kmazurek+4310,Aniela,Wicha,PZK496780,2722372172,1969-07-04,69070408130,781973392,PL14387764856962957015454258
kmazurek4311,kmazurek+4311,Mariusz,Cisoń,GRR112383,6282615884,1963-01-27,63012726869,732413518,PL52177953475191685093777632
kmazurek4312,kmazurek+4312,Dorota,Paśnik,FZE223670,7290032117,1988-02-11,88021127184,697206493,PL78565442127671833085275502
kmazurek4313,kmazurek+4313,Marcelina,Szeszko,MRH508896,8381148168,1982-11-19,82111969979,880204846,PL18980681021563733979837685
kmazurek4314,kmazurek+4314,Tymoteusz,Waraksa,MUQ266093,2747832807,1964-04-02,64040290915,227567915,PL25646691562748254770921674
kmazurek4315,kmazurek+4315,Piotr,Palica,XBJ810811,2788298670,1935-06-19,35061921502,609433409,PL52315342285171281460388076
kmazurek4316,kmazurek+4316,Dawid,Kwoka,WJW485044,1886458080,1963-11-23,63112383050,692257254,PL47258135750103637603450987
kmazurek4317,kmazurek+4317,Patryk,Ochota,HTP628607,1375304878,1952-06-06,52060649787,668794684,PL32445112494611312004993132
kmazurek4318,kmazurek+4318,Ida,Jędrasiak,GLD845353,8687580161,1960-03-28,60032810509,604087813,PL17620843103530425692688658
kmazurek4319,kmazurek+4319,Olaf,Tereszkiewicz,ERL267025,7569961674,1938-07-31,38073188396,781783479,PL55404731673369440214567372
kmazurek4320,kmazurek+4320,Błażej,Oleksiewicz,IZY929997,8181126452,1968-03-09,68030989382,515965761,PL63946786098514164185527108
kmazurek4321,kmazurek+4321,Ryszard,Łyczek,QGJ471713,6148092594,1961-07-12,61071227462,515457132,PL59035406839102879673218506
kmazurek4322,kmazurek+4322,Rozalia,Pych,MFA416402,5973789190,2000-07-28,00272842865,730550943,PL60414353969166916997879728
kmazurek4323,kmazurek+4323,Nikodem,Malcher,RLH142844,6886897646,1993-07-21,93072183773,732241562,PL41253957681987041841579661
kmazurek4324,kmazurek+4324,Dariusz,Janowiak,AJB569589,5494907875,1986-03-16,86031606059,881031374,PL04594160782791215731865098
kmazurek4325,kmazurek+4325,Mieszko,Potok,FNZ005976,6218506211,1948-12-18,48121852412,326774704,PL23273484147085545969666108
kmazurek4326,kmazurek+4326,Dominik,Kolek,DCJ519430,2844772139,1957-01-04,57010415087,325761346,PL45655188132986716666496318
kmazurek4327,kmazurek+4327,Filip,Bartoszczyk,OJH512169,2225917611,1952-11-21,52112183661,880290957,PL88153189252484574476962189
kmazurek4328,kmazurek+4328,Gaja,Sołtan,SGL127742,7472899968,1978-10-23,78102320380,533040325,PL92763769873462867314182213
kmazurek4329,kmazurek+4329,Sandra,Hendzel,OZA247756,8352272138,1978-05-31,78053185724,785209273,PL48908088566889743895765942
kmazurek4330,kmazurek+4330,Adrian,Piwek,DPE556196,3626624594,1977-05-03,77050306684,607955366,PL60961885284440483281274244
kmazurek4331,kmazurek+4331,Mateusz,Lalak,BFA155704,8531487246,1975-09-17,75091760454,223555870,PL78865360094205600260664179
kmazurek4332,kmazurek+4332,Robert,Jarczak,TWT513937,7871958052,1934-12-18,34121899339,606338514,PL44596262869421920497839909
kmazurek4333,kmazurek+4333,Gabriel,Oślizło,PQH044251,1935224176,1977-07-22,77072231087,501007381,PL17959254876393489789436532
kmazurek4334,kmazurek+4334,Michał,Słupik,BVB675247,6093317453,1949-04-01,49040129128,515763982,PL65337790048175401148758290
kmazurek4335,kmazurek+4335,Ernest,Koniec,FBJ252787,8176465507,1933-06-03,33060342207,603254752,PL69582104723387401799156331
kmazurek4336,kmazurek+4336,Konrad,Beśka,JME960709,7716594315,1951-07-17,51071738813,732232662,PL17304064075164876682234237
kmazurek4337,kmazurek+4337,Tomasz,Pindor,UGX206399,2223677309,2003-07-11,03271112142,731899320,PL28985789800109816497816745
